"Name","Category","Brand","Color","Audience","Price USD","Image Link","Description","Generic Colors"
"PUMA Cali Court Leather","Tennis","Puma","Multi-Color","Girls' Toddler","65","https://images.footlocker.com/is/image/EBFL2/39438502?wid=250&hei=250","The PUMA Cali Court Leather features comfortable construction and versatile style. Built for little ones who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"adidas Originals Samba OG","Lifestyle","adidas","Multi-Color","Boys' Kids","55","https://images.footlocker.com/is/image/EBFL2/JQ3190?wid=250&hei=250","The adidas Originals Samba OG features adidas' quality construction and athletic heritage. Built for active young athletes with comfortable fit and durable materials.","Multi-Color"
"PUMA Caven 2.0 AC","Lifestyle","Puma","Multi-Color","Girls' Kids","50","https://images.footlocker.com/is/image/EBFL2/39384009?wid=250&hei=250","The PUMA Caven 2.0 AC features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"Nike Little Posite One","Lifestyle","Nike","Multi-Color","Boys' Kids","75","https://images.footlocker.com/is/image/EBFL2/Q1961400?wid=250&hei=250","The Nike Little Posite One features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"New Balance 2002","Running","New Balance","Multi-Color","Boys' Kids","75","https://images.footlocker.com/is/image/EBFL2/IC2002VI?wid=250&hei=250","The New Balance 2002 features New Balance's quality construction and comfortable fit. Built for active young athletes with durable materials and supportive design.","Multi-Color"
"Nike Air Max DN","Running","Nike","Multi-Color","Boys' Kids","130","https://images.footlocker.com/is/image/EBFL2/H7672004?wid=250&hei=250","The Air Max features Nike's iconic Air cushioning and durable construction. Built for active young athletes who need comfort and style for school and play.","Multi-Color"
"Jordan Spizike Low","Basketball","Jordan","Multi-Color","Boys' Kids","125","https://images.footlocker.com/is/image/EBFL2/Q3950140?wid=250&hei=250","The Jordan Spizike Low features Jordan's premium construction and iconic basketball heritage. Built for young athletes who want performance style and comfort.","Multi-Color"
"On Cloudleap","Lifestyle","On","Multi-Color","Boys' Kids","100","https://images.footlocker.com/is/image/EBFL2/10043016?wid=250&hei=250","The On Cloudleap features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"adidas X_PLR 23","Lifestyle","adidas","Multi-Color","Boys' Kids","80","https://images.footlocker.com/is/image/EBFL2/IF2759?wid=250&hei=250","The adidas X_PLR 23 features adidas' quality construction and athletic heritage. Built for active young athletes with comfortable fit and durable materials.","Multi-Color"
"Vans Knu Skool","Skateboarding","Vans","Black / White","Girls' Toddler","48","https://images.footlocker.com/is/image/EBFL2/VNCYU2W0?wid=250&hei=250","The Knu Skool features Vans' classic skate-inspired design with comfortable construction. Built for little ones who want authentic street style and durability.","Black / White"
"Jordan AJ 1 Low","Basketball","Jordan","Multi-Color","Boys' Kids","90","https://images.footlocker.com/is/image/EBFL2/53560081?wid=250&hei=250","The Jordan AJ 1 Low features Jordan's premium construction and iconic basketball heritage. Built for young athletes who want performance style and comfort.","Multi-Color"
"PUMA Mostro","Lifestyle","Puma","Multi-Color","Boys' Kids","80","https://images.footlocker.com/is/image/EBFL2/40372906?wid=250&hei=250","The PUMA Mostro features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"Nike Vomero 5","Running","Nike","Black / White","Boys' Kids","110","https://images.footlocker.com/is/image/EBFL2/F6998105?wid=250&hei=250","The Vomero features Nike's comfortable cushioning and lightweight design. Built for young runners who need supportive comfort for active days.","Black / White"
"Saucony Ride Millennium","Lifestyle","Saucony","Multi-Color","Boys' Kids","80","https://images.footlocker.com/is/image/EBFL2/SYF25BBH?wid=250&hei=250","The Saucony Ride Millennium features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"Jordan Retro 12","Basketball","Jordan","Black / Red / White","Boys' Kids","160","https://images.footlocker.com/is/image/EBFL2/53265002?wid=250&hei=250","The Air Jordan 1 features iconic basketball heritage and premium construction. Built for young sneaker fans who want classic Jordan style and comfort.","Black / Red / White"
"Nike Dunk Low","Skateboarding","Nike","Multi-Color","Girls' Toddler","72","https://images.footlocker.com/is/image/EBFL2/B9108102?wid=250&hei=250","The Nike Dunk Low features skate-inspired design and durable construction. Built for little ones who want authentic street style and reliable performance.","Multi-Color"
"Converse Chuck Taylor All Star Eva Lift","Lifestyle","Converse","Multi-Color","Girls' Toddler","60","https://images.footlocker.com/is/image/EBFL2/A110717C?wid=250&hei=250","The Converse Chuck Taylor All Star Eva Lift features comfortable construction and versatile style. Built for little ones who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"Nike Air Max 90","Running","Nike","White / Grey / Black","Boys' Kids","102","https://images.footlocker.com/is/image/EBFL2/D6864028?wid=250&hei=250","The Air Max features Nike's iconic Air cushioning and durable construction. Built for active young athletes who need comfort and style for school and play.","White / Grey / Black"
"New Balance 740","Running","New Balance","Grey / Blue","Boys' Toddler","85","https://images.footlocker.com/is/image/EBFL2/PZ740WM?wid=250&hei=250","The New Balance 740 features retro-inspired design with modern comfort technology. Built for active little ones who need reliable performance and classic style.","Grey / Blue"
"Jordan Retro 1 High OG","Basketball","Jordan","Black / Red / White","Boys' Kids","140","https://images.footlocker.com/is/image/EBFL2/D1437106?wid=250&hei=250","The Air Jordan 1 features iconic basketball heritage and premium construction. Built for young sneaker fans who want classic Jordan style and comfort.","Black / Red / White"
"Nike C1TY","Lifestyle","Nike","Multi-Color","Boys' Kids","87","https://images.footlocker.com/is/image/EBFL2/Q0028200?wid=250&hei=250","The Nike C1TY features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"Nike Dunk Low","Skateboarding","Nike","Multi-Color","Boys' Kids","57","https://images.footlocker.com/is/image/EBFL2/B9107009?wid=250&hei=250","The Nike Dunk Low features skate-inspired design and durable construction. Built for young athletes who want authentic street style and reliable performance.","Multi-Color"
"adidas Originals SL 72","Lifestyle","adidas","Multi-Color","Boys' Kids","80","https://images.footlocker.com/is/image/EBFL2/IH8078?wid=250&hei=250","The adidas Originals SL 72 features adidas' quality construction and athletic heritage. Built for active young athletes with comfortable fit and durable materials.","Multi-Color"
"HOKA Speedgoat 6","Lifestyle","HOKA","Multi-Color","Boys' Kids","110","https://images.footlocker.com/is/image/EBFL2/56933GKS?wid=250&hei=250","The HOKA Speedgoat 6 features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"Nike Shox R4","Soccer","Nike","Multi-Color","Boys' Kids","122","https://images.footlocker.com/is/image/EBFL2/W2626006?wid=250&hei=250","The Nike Shox R4 features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"PUMA Inverse Shine JR","Lifestyle","Puma","Multi-Color","Girls' Kids","75","https://images.footlocker.com/is/image/EBFL2/40389001?wid=250&hei=250","The PUMA Inverse Shine JR features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"Nike Air Max 270","Running","Nike","Multi-Color","Boys' Kids","82","https://images.footlocker.com/is/image/EBFL2/D1646415?wid=250&hei=250","The Air Max features Nike's iconic Air cushioning and durable construction. Built for active young athletes who need comfort and style for school and play.","Multi-Color"
"Nike Air Max 270","Running","Nike","Multi-Color","Boys' Kids","132","https://images.footlocker.com/is/image/EBFL2/43345042?wid=250&hei=250","The Air Max features Nike's iconic Air cushioning and durable construction. Built for active young athletes who need comfort and style for school and play.","Multi-Color"
"adidas Originals SL 72 RS","Lifestyle","adidas","Multi-Color","Boys' Kids","80","https://images.footlocker.com/is/image/EBFL2/JH5673?wid=250&hei=250","The adidas Originals SL 72 RS features adidas' quality construction and athletic heritage. Built for active young athletes with comfortable fit and durable materials.","Multi-Color"
"Nike V5 RNR","Lifestyle","Nike","Multi-Color","Boys' Kids","75","https://images.footlocker.com/is/image/EBFL2/Q6411102?wid=250&hei=250","The Nike V5 RNR features comfortable construction and versatile style. Built for young athletes who need reliable comfort for school, play, and everyday adventures.","Multi-Color"
"Nike Air Max 95 BB Leather","Running","Nike","Multi-Color","Boys' Kids","147","https://images.footlocker.com/is/image/EBFL2/I4130012?wid=250&hei=250","The Air Max features Nike's iconic Air cushioning and durable construction. Built for active young athletes who need comfort and style for school and play.","Multi-Color"
"Nike Air Max Plus","Running","Nike","Multi-Color","Girls' Kids","147","https://images.footlocker.com/is/image/EBFL2/D0609043?wid=250&hei=250","The Air Max features Nike's iconic Air cushioning and durable construction. Built for active young athletes who need comfort and style for school and play.","Multi-Color"
"Nike Air Max 90","Running","Nike","White / Grey / Black","Boys' Kids","102","https://images.footlocker.com/is/image/EBFL2/D6864033?wid=250&hei=250","The Air Max features Nike's iconic Air cushioning and durable construction. Built for active young athletes who need comfort and style for school and play.","White / Grey / Black"
